,lon,lat,angle,norm,pid_sub,pid_over,length,total_vel,vel,trench_vel,slab_vel_abs,slab_flux,slab_age,slab_thickness,vratio,slab_dip,segment_ID,curvature,density,relative_density,spreading_rate
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2.621995950917137,2.5731593656783582,66.28379926180814,109.41583113578828,0.0,152939.99567297322,8801.92210278037,0.023691198689677905,0.018977455094488834,0.03114959879189817,0.020046261155154937,1985.0598732694991,15.771208066707734,898.3239879350992,0.37778257021464895,18.52968012501284,0.0,0.0001238539065823646,0.2375957316764508,0.23759573167647455,0.008310213379889471
2,4.90005980101363,1.8681689922245237,54.858776804897374,141.1824627333131,0.0,8.175597382575994,7553.995854476206,0.00986055408393614,0.009146079522048258,0.009387738553115388,0.008856830441770774,962.1741422105752,13.994640647302477,402.78247214212104,0.34691662080093666,12.934577091023263,0.0,6.512880114928831e-05,0.09906679861650529,0.09906679861643342,0.0026954890600333547
3,7.579339942304545,1.1364614669580662,13.943495176448762,41.35182316237638,0.0,14.57842969063877,12965.430522565592,0.0018596933208387982,0.0017989691975562258,0.013067589269541168,0.012185165481314889,186.92474427499764,21.032538915232127,1480.0898500564376,0.15528519901283094,16.79865815049403,0.0,9.669819553112939e-05,0.39844938232486277,0.3984493823248933,0.004731323787627309
4,1.6408090675786124,0.42024121892932964,7.480131199818662,7.887025653456315,0.0,0.0,4991.195091392277,0.0007395460196434483,0.004757979608342926,0.00047287488360401675,0.005314137580739967,342.3190607925638,2.6599775828310515,2470.2801431570747,0.12034000587259022,3.8953227091260825,0.0,8.178550107441992e-06,3.6528695732862198,3.6528695732863246,0.0020760664465542342
5,0.331507087273791,0.4709769507844772,22.079923839883616,19.920584380292073,0.0,0.0,14538.264316494695,0.002202355259762855,0.005273309295048148,0.0003184346636449958,0.0045984796713502306,143.44701376336215,1.24847922768366,2286.3216983965053,0.20310035510836297,6.6800777350566545,0.0,4.0711054779813176e-05,8.336507879958674,8.336507879958674,0.004151216200884137
6,0.27725659449500606,1.354414762089097,32.072643373784544,27.590671941260037,0.0,0.0,4163.106051050505,0.005167300507891178,0.0114842218448104,0.034882070997872064,0.023549045634432938,780.7536485285063,8.092586958365603,5416.1789696566275,0.2968666008642028,17.01083488794279,0.0,0.000263832373618862,4.033421602665604,4.033421602665605,0.0049797105902504085
7,0.7383924793439695,1.457001272440341,7.228339689571556,6.326603647433757,0.0,0.0,9161.882229307243,0.0026937265446128583,0.005027066043002222,0.0045811496234877845,0.0009609250557633656,473.995305695958,3.9918679892790245,627.6946710135669,0.0,0.6986899989703155,0.0,1.5919892304069528e-06,0.19356959109177124,0.19356959109177108,0.04541158410618565
8,4.085952996032853,6.337676230794151,15.401235902020861,15.606752661290466,3.282155602433282,0.0,3865.6036874673464,0.006359528539969025,0.012858166905811867,0.004621097087242309,0.008884222428273726,1092.346689925738,14.632873234416818,7213.31935025073,0.0,4.713746911402329,0.0,1.4470796270710394e-05,4.113423180544022,4.113423180544014,0.020203046991534426
9,0.03753070946799091,1.0509980285014162,2.6106988701608613,2.6774373840388495,0.0,0.0,8937.692060771084,0.0008971535785789171,0.0012808490026404535,0.002138924698003572,0.0007612970472162596,122.261274256975,2.871770339211042,345.832414249385,0.0,5.978757891239916,0.0,1.3316173878218072e-05,0.10052238607436528,0.10052238607430211,0.0007973773866425067
